vehicleId,duration_sec,distance_km,avg_speed,max_speed,speed_std,mean_accel,max_accel,accel_std,count_hard_brakes,harsh_accel_count,idling_time,stop_count,day_of_week,hour_of_day
MAT804701M8J12594,0.0,1.2763326913780664e-09,30.391399743326122,55.3196,19.101525534995897,-20229224.174282476,389377998.2363318,192277753.1358251,5.0,2.0,5e-08,1.0,3.0,0.0
MAT804701M8J12631,2e-06,3.247648985423681e-09,4.009707331369248,40.25468600000001,9.312221718963142,1879298.600088182,1098459138.8888886,146600582.38060763,17.0,13.0,1.8799999999999994e-06,5.0,3.0,0.0
MAT804701M8J12710,0.0,1.044807852102373e-09,10.324562850288602,24.4166625,8.647876444907162,-7904573.36727058,482614729.93827164,254374339.62776914,4.0,5.0,1e-08,1.0,3.0,0.0
MAT804701M8J13699,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35e-06,0.0,3.0,0.0
MAT804701M8K15321,2e-06,4.431261238860831e-09,7.460612727884908,35.83124600000001,11.215012035925035,3712594.179347588,904774222.2222222,212342382.35943028,33.0,28.0,1.5199999999999998e-06,9.0,3.0,0.0
MAT804701M8K15462,2e-06,1.0028322601851853e-09,1.7240263780068732,48.44726375,7.585807921356654,-5042105.3837342495,526396742.42424244,120822012.29234955,6.0,4.0,2e-06,1.0,3.0,0.0
MAT804701M8K16629,2e-06,3.709164114688552e-10,0.6972168872579966,25.692381250000004,3.5016976769826913,1598887.3456790124,420269055.55555546,77677372.61205712,4.0,5.0,2.2399999999999997e-06,2.0,3.0,0.0
MAT804701M8K16647,1e-06,1.9136616161616138e-13,0.01377836363636362,0.0688918181818181,0.030809357709620244,379742.2269570702,1913661.6161616135,857511.4435668024,1.0,1.0,1.3099999999999997e-06,0.0,3.0,0.0
MAT804701M8K16648,2e-06,1.5130991234848485e-09,2.0864303993954136,25.007027,5.189489838199925,5424990.023011044,504219866.16161615,89791877.80359043,17.0,17.0,1.8900000000000001e-06,3.0,3.0,0.0
MAT804702M8E07794,2e-06,1.0157714127161111e-08,20.92503428843678,34.974605000000004,11.242068083343613,-26972469.56736902,717212800.9259259,253142542.08475387,34.0,29.0,1e-07,4.0,3.0,0.0
MAT804702M8G09061,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35e-06,0.0,3.0,0.0
MAT804702M8G09333,0.0,1.2509275771698976e-09,7.930092312914709,24.512070909090912,8.29585446934739,27091015.207715385,627125719.6969697,234607025.91141874,17.0,18.0,3.8e-07,8.0,3.0,0.0
MAT804702M8H10712,0.0,1.8186102742424244e-09,13.885113518564767,27.487497,8.004354747711432,-28269600.693783734,281890189.8148148,149013407.8628474,8.0,4.0,1e-08,1.0,3.0,0.0
MAT804702M8H11679,2e-06,2.8719150305551703e-09,4.142735883908541,33.45746333333334,6.815205658328536,-5306861.5595851075,751140481.4814816,166685492.36559868,44.0,39.0,1.44e-06,15.0,3.0,0.0
MAT804702N8C06308,0.0,2.4816209818041522e-09,17.92932070111833,37.807811,11.68143027950722,-40811024.27162784,603585281.0846561,277079831.38933235,12.0,14.0,3.5e-07,1.0,3.0,0.0
MAT804703L5P10273,1e-06,6.816926143093094e-09,20.9702895187365,56.624998000000005,16.43440280994723,-4083453.472165963,883499073.2323234,309901646.5126589,28.0,24.0,1.7e-07,4.0,3.0,0.0
MAT804703M8K14652,0.0,2.040991863271605e-09,12.848085072420636,30.682286666666663,9.42405037967249,29778139.561788518,367799090.909091,190406779.1084087,11.0,15.0,1.3999999999999998e-07,3.0,3.0,0.0
MAT804703N8A00925,2e-06,5.661431958735169e-09,6.929332745143943,50.716405,11.543711712656036,-16310758.08402044,847656203.7037036,249296765.80891836,40.0,38.0,1.3599999999999997e-06,15.0,3.0,0.0
MAT804703N8B03404,1e-06,4.21220654128387e-09,18.720413049696095,32.942183,10.622068564016965,-46195951.5187568,526584111.1111111,223042485.19851846,17.0,14.0,2.4000000000000003e-07,2.0,3.0,0.0
MAT804703N8H16835,1e-06,0.0,1.1542964999999998,4.617185999999999,2.3085929999999997,-32063791.666666664,0.0,64127583.33333333,1.0,0.0,1.8099999999999998e-06,1.0,3.0,0.0
MAT804703N8P23850,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0
MAT804703P8B03366,2e-06,1.983078168791548e-09,3.636161732742404,48.312498,10.378456004004235,1205707.585602615,623143370.3703703,135595798.34293142,11.0,15.0,2.04e-06,3.0,3.0,0.0
MAT804706M8F08889,2e-06,5.180786892655723e-09,6.4878006681895295,39.032029,10.06467887636718,737506.7713432394,604112314.8148148,200919203.3109276,38.0,41.0,1.2399999999999998e-06,12.0,3.0,0.0
MAT804709M8N17558,0.0,1.437491957772166e-09,12.635381479076475,32.011714999999995,13.252180320389444,-193182335.65816897,125640694.44444442,263405056.58996513,4.0,2.0,2e-08,2.0,3.0,0.0
MAT804709M8N17654,1e-06,2.7977478629329e-09,7.29445318250962,47.88281090909091,14.06864278242552,-10430784.60564641,886320143.9393941,244822157.6295936,13.0,11.0,8.500000000000001e-07,3.0,3.0,0.0
MAT804709M8N17674,2e-06,7.996838302469135e-10,0.1860479022222222,14.48828,1.4986771521011535,-1796598.549382716,165328395.0617284,39040469.258979045,2.0,3.0,2.02e-06,1.0,3.0,0.0
MAT804709M8N19230,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0
MAT804709M8N19297,0.0,7.008755603475228e-10,5.847709567340067,14.993301428571426,5.46802474988181,8264642.466463579,137442152.7777778,66984778.25819146,4.0,4.0,1e-07,2.0,3.0,0.0
MAT804709M8N19298,0.0,2.0889030586419752e-10,7.5750857592592595,29.078125,11.255062855881416,4909325.102880657,601128503.0864197,462743794.90887666,2.0,3.0,2e-08,1.0,3.0,0.0
MAT804709M8P20795,0.0,2.44277935966811e-10,6.459835705266955,26.154683,8.703469864484386,-52324056.93270572,203539712.962963,171279619.27640936,6.0,5.0,2.5000000000000004e-07,4.0,3.0,0.0
